,locname,Lat,Lng,name,Missing location,¿Cuántos skus IL hay en anaquel? ,¿Cuántos skus RS hay en anaquel? ,¿Hay IL GALLINA en anaquel? ,¿Hay RS GALLINA en anaquel? ,¿Cual es el precio de IL?,¿Cual es el precio de RS?,¿Todos los sabores IL tienen el mismo precio?,¿Todos los sabores RS tienen el mismo precio?,¿Hay degustaciones de Maruchan en la tienda esta semana? ,¿Hay promocion de Maruchan en la tienda esta semana? 
2510806,Tambo San Luis C9 - Ave. SAN LUIS,-12.076495,-77.000117,Aurora Garcia,3,3,Si,2.80,1.5,Si,2 items,,,,
2510747,Tambo Las Flores - Ave. Flores De,-12.007164,-77.011369,Moises Monroy,63,8,Si,2.80,1.50,Si,Si,1,,,
2510740,Tambo Schell - Ave. Schell N°,-12.123032,-77.028588,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2510659,Tambo La Paz - Ave. Ernesto Diez,-12.120516,-77.027056,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2510643,Tambo Canada - Ave. Canada Nro 1471,-12.085136,-77.007993,Aurora Garcia,6,2,Si,2.80,2.80,Si,1 items,,,,
2510558,Tambo Esperanza - Ave. Perú 1847-1853,-12.120788,-77.027525,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2510552,Tambo Arriola - Ave. San Eugenio,-12.086100,-77.015752,Aurora Garcia,6,1,Si,2.80,1.5,Si,Si,,,,
2510549,Tambo Flores C17 - Ave. Flores de,-11.999456,-77.014138,Moises Monroy,62,19,Si,2.80,1.50,Si,2 items,1,,,
2510212,Tambo Chimu - Ave. Chimu 344,-12.027729,-77.008705,Moises Monroy,51,38,Si,2.80,1.50,Si,1 items,1,,,
2510200,Tambo Petit C54 - Ave. Petit Thouars,-12.116970,-77.028241,Luis Castro,5,1,Si,2.80,1.50,Si,Si,1,,,
2510123,Tambo Piramide - Ave. Pirámide del Sol,-12.025508,-77.001881,Moises Monroy,70,21,Si,2.80,1.50,Si,2 items,1,,,
2510093,TAMBO Republicana c47,-12.113296,-77.026254,Luis Castro,TAMBO republicana c47,5,1,Si,2.80,1.50,Si,Si,1,,
2510037,Tambo Angamos 3 - Ave. Angamos Este,-12.113628,-77.027421,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2509951,Tambo Angamos 2 - Ave. Angamos 401,-12.113911,-77.032369,Luis Castro,3,1,Si,2.80,1.50,Si,Si,1,,,
2509938,Tambo Templo Aspero - Mza T Lote,-12.016831,-76.984461,Moises Monroy,75,17,Si,2.80,1.50,Si,Si,1,,,
2509814,Tambo Haravicu - Jr. Haravicu 376,-12.024449,-76.988930,Moises Monroy,72,8,Si,2.80,1.50,Si,2 items,1,,,
2509802,Tambo Palermo - Ave.Palermo 501/505 -,-12.080547,-77.022760,Aurora Garcia,6,1,Si,2.80,1.5,Si,Si,,,,
2509782,Tambo Mendiburu - Jr. Mendiburu 1136,-12.110755,-77.049479,Luis Castro,4,1,2.80,1.50,Si,Si,1,,,,
2509741,Tambo Ejercito - Ave. del Ejército,-12.113816,-77.047949,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2509720,Tambo Valle de oro - Calle Vara De Oro,-12.025745,-76.997966,Moises Monroy,79,13,Si,2.80,1.50,Si,1 items,1,,,
2509588,Tambo Ejercito C3 - Calle JOSE DE,-12.117540,-77.044351,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2509583,Tambo Chinchaysuyo - Ave. Chinchaysuyo 101,-12.027195,-77.000078,Moises Monroy,67,11,Si,2.80,1.50,Si,Si,1,,,
2509565,Tambo MCCAPAC - Ave. Manco Capac,-12.062151,-77.029436,Aurora Garcia,6,2,Si,2.8,1.5,Si,2 items,1,,,
2508950,"Tambo Atento - Lote 3, seccion",-12.056496,"-76.96378,",Moises Monroy,57,8,Si,2.80,1.50,Si,2 items,1,,,
2508916,Tambo Celima - Ave. Constructores Nro 107,-12.067514,-76.958247,Moises Monroy,74,23,Si,2.80,1.50,Si,2 items,1,,,
2508905,Tambo Utec - Ave. JUAN FANNING NRO. 101,-12.136253,-77.022771,Luis Castro,5,2,Si,2.80,1.50,Si,1 items,1,,,
2508847,Tambo Barranco - Ave.Perez Roca N°103,-12.142237,-77.022176,Luis Castro,5,1,Si,2.80,1.50,Si,Si,1,,,
2508784,Tambo Toulon - Calle 12 MZA.,-12.073442,-76.952609,Moises Monroy,67,18,Si,2.80,1.50,Si,2 items,1,,,
2508744,Tambo Barranco 3 - Ave. Bolognesi 938,-12.141853,-77.017844,Luis Castro,4,2,Si,2.80,1.50,Si,1 items,1,,,
2508671,Tambo Fontana - 0,-12.073696,-76.955117,Moises Monroy,30,28,Si,2.80,1.50,Si,2 items,1,,,
2508635,TAMBO BARRANCO BOULEVARD ,-12.148807,-77.020637,Luis Castro,6,2,Si,2.80,1.50,Si,2 items,1,,,
2508612,TAMBO BARRANCO BOULEVARD ,-12.148753,-77.020714,Luis Castro,TAMBO BARRANCO BOULEVARD ,6,2,Si,2.80,1.50,Si,2 items,1,,
2497445,Tottus Atocongo,-12.147215,-76.980587,Pedro Pozo ,Tottus Atocongo,4,2,2.60,1.29,Si,Si,,,,
2497233,Tottus Mall del Sur ,-12.155274,-76.981781,Pedro Pozo ,Tottus Mall del sur ,3,2,2.60,1.29,Si,Si,,,,
2493577,Tambo la Castellana Surco,-12.129610,-77.001274,Luis Marquez,tambo la castellana surco,6,1,Si,2.80,1.50,Si,Si,1,,
2493556,Tambo Minka - Ave. Argentina 3093,-12.048809,-77.111886,maxiaNET Test Reporter (Gui),3,3,2.8,1.5,Si,Si,1,,,,
2493555,Metro Cencosud - Callao,-12.047258,-77.113070,maxiaNET Test Reporter (Gui),Metro Cencosud - Callao,3,3,Si,2.7,1.4,Si,Si,1,,
2493554,Vega - Callao,-12.047567,-77.110278,maxiaNET Test Reporter (Gui),Vega - Callao,0.0,0.0,Si,Si,,,,,,
2493553,Mayorsa Callao - Jr. Colón 530,-12.047913,-77.110139,maxiaNET Test Reporter (Gui),0.0,0.0,Si,Si,,,,,,,
2493552,Wong Cencosud - Av. Santa Cruz Cuadra 07,-12.110044,-77.036554,maxiaNET Test Reporter (Gui),5,5,Si,Si,2.7,1.4,Si,Si,1,,
2493550,Repsol - Av Pezet con Portillo,-12.103174,-77.051919,maxiaNET Test Reporter (Gui),1,3.5,0.0,Si,Si,1,,,,,
2492641,Tottus Marsano,-12.112019,-77.011717,maxiaNET Test Reporter (Gui),Tottus Marsano,4,3,2.6,1.29,Si,Si,1,,,
2492640,Plazavea Primavera,-12.111621,-77.006809,maxiaNET Test Reporter (Gui),Plazavea Primavera,2,0.0,1.29,1 items,Si,1,,,,
2492639,Tambo Brasil C32 - Ave. Brasil -3238,-12.089309,-77.065727,maxiaNET Test Reporter (Gui),4,3,Si,2.7,1.5,Si,2 items,1,,,
2492638,Supermarket Candy - Magdalena del Mar,-12.090624,-77.066912,maxiaNET Test Reporter (Gui),Candy supermarket -Brasil,6,5,Si,Si,1.5,1.0,Si,Si,Si,1
2492637,Tambo Leoncio Prado,-12.089984,-77.072244,maxiaNET Test Reporter (Gui),Tambo Leoncio prado,5,1,Si,2.8,1.5,Si,Si,1,,
2492634,Tambo El polo - Lote 24 de la Manzana,-12.103632,-76.972551,maxiaNET Test Reporter (Gui),5,3,Si,2.8,1.5,Si,2 items,Si,Si,1,
2492633,Tambo Mendiburu - Jr. Mendiburu 1136,-12.110853,-77.049398,maxiaNET Test Reporter (Gui),4,2,Si,2.8,1.5,1 items,1 items,Si,1,,
2491414,Tambo Proceres C18 - Ave. Próceres de,-12.160152,-76.988924,Luis Marquez,6,3,Si,2.80,1.50,Si,2 items,1,,,
2489902,Market Fujian - Magdalena,-12.092188,-77.072885,maxiaNET Test Reporter (Eric),Market Fujian,3,5,Si,2.5,1.2,Si,Si,Si,2,
2489697,Oxxo - El Polo,-12.104454,-76.972965,maxiaNET Test Reporter (Eric),Xoxo El Polo,9999.0,99999.0,1 items,1 items,,,,,,
2489688,Tambo El polo - Lote 24 de la Manzana,-12.103499,-76.972580,maxiaNET Test Reporter (Eric),5,3,Si,2.8,1.5,Si,2 items,Si,1,,
2489647,Tambo El polo - Lote 24 de la Manzana,-12.103542,-76.972553,Luis Marquez,5,2,Si,2.80,1.50,Si,Si,Si,1,,
2489524,Mass Mendiburu,-12.110346,-77.050098,Luis Marquez,Mass Mendiburu,0,0,8 items,7 items,,,,,,
2489482,Tambo Mendiburu - Jr. Mendiburu 1136,-12.110708,-77.049419,Luis Marquez,5,2,Si,2.80,1.50,Si,2 items,1,,,
2488645,Tambo Alamos - Asentamiento Humano Los,-12.096783,-77.059537,Luis Marquez,6,5,Si,2.80,1.50,Si,Si,1,todo bien,,
2487929,Listo! - Rocca,-12.093673,-77.057283,maxiaNET Test Reporter (Gui),Listo! CA Rocca,3,3.3,0.0,Si,1 items,1,"No vende RS, no hay IL pollo",,,
2487928,Tambo - Nicanor Rocca de Vergalla,-12.093636,-77.057761,maxiaNET Test Reporter (Gui),5,3,Si,2.8,1.0,Si,1 items,1,,,
2487927,Vivanda - Nicanor Rocca de Vergallo,-12.093457,-77.057913,maxiaNET Test Reporter (Gui),2,0.0,1.39,1 items,Si,1,,,,,
2487926,Tambo Alberto de Campo,-12.096158,-77.059305,maxiaNET Test Reporter (Gui),Tambo Jr Alberto de Campo,6,2,Si,2.8,1.5,Si,1 items,Re-stock RS carne de res ,,
2487752,Tambo - Javier  Prado,-12.093647,-77.057727,maxiaNET Test Reporter (Eric),Tambo Jose Prado,2.8,1.5,RS camaron esta en 1 Sol,,,,,,,
